"Year","Age","Gender","City","Position","experienced_year","Seniority_level","Current_Salary","main_language","company_size","company_type","programming_skills","lon","lat"
2019,35,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",68000,"ENGLISH","101-1000","PRODUCT","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,32,"MALE","MUNICH","FRONTEND","Less than 5","MIDDLE",55000,"ENGLISH","1000+","PRODUCT","JAVASCRIPT/TYPESCRIPT",11.5819805,48.1351253
2019,40,"MALE","MUNICH","FULLSTACK","11 to 15","SENIOR",160000,"DEUTSCH","UP TO 10","CONSULTING / AGENCY","JAVA",11.5819805,48.1351253
2019,38,"MALE","BERLIN","DEVELOPER","11 to 15","MIDDLE",52000,"ENGLISH","101-1000","PRODUCT","PYTHON",13.404954,52.5200066
2019,33,"MALE","MUNICH","BACKEND DEVELOPER","11 to 15","SENIOR",68000,"ENGLISH","101-1000","PRODUCT","JAVA",11.5819805,48.1351253
2019,40,"MALE","MUNICH","QA","Less than 5","JUNIOR",52000,"DEUTSCH","101-1000","CONSULTING / AGENCY","JAVA",11.5819805,48.1351253
2019,35,"MALE","MUNICH","SOFTWARE ARCHITECT","11 to 15","SENIOR",105000,"ENGLISH","1000+","PRODUCT","AWS",11.5819805,48.1351253
2019,41,"MALE","MUNICH","BACKEND DEVELOPER","16 to 20","SENIOR",75000,"ENGLISH","1000+","PRODUCT","JAVA",11.5819805,48.1351253
2019,31,"MALE","DUSSELDORF","BACKEND DEVELOPER","11 to 15","SENIOR",82500,"ENGLISH","1000+","PRODUCT","PYTHON",6.7734556,51.2277411
2019,45,"FEMALE","MUNICH","BACKEND DEVELOPER","16 to 20","SENIOR",2e+05,"DEUTSCH","101-1000","PRODUCT","C/C++",11.5819805,48.1351253
2019,37,"MALE","BERLIN","BACKEND DEVELOPER","Less than 5","MIDDLE",54000,"ENGLISH","51-100","STARTUP","RUBY",13.404954,52.5200066
2019,31,"MALE","BERLIN","DATA SCIENTIST","6 to 10","SENIOR",98000,"ENGLISH","1000+","PRODUCT","PYTHON",13.404954,52.5200066
2019,33,"MALE","MUNICH","BACKEND DEVELOPER","6 to 10","SENIOR",68000,"ENGLISH","101-1000","PRODUCT","JAVA",11.5819805,48.1351253
2019,34,"MALE","MUNICH","MANAGER","11 to 15","SENIOR",125000,"DEUTSCH","101-1000","PRODUCT","JAVA",11.5819805,48.1351253
2019,42,"MALE","MUNICH","FULLSTACK","16 to 20","SENIOR",63000,"DEUTSCH","UP TO 10","PRODUCT",".NET",11.5819805,48.1351253
2019,25,"MALE","BERLIN","FULLSTACK","Less than 5","MIDDLE",30000,"DEUTSCH","11-50","STARTUP","PHP",13.404954,52.5200066
2019,35,"MALE","MUNICH","PLATFORM ENGINEER","Less than 5","MIDDLE",60000,"ENGLISH","101-1000","PRODUCT","NOT RELEVANT",11.5819805,48.1351253
2019,30,"MALE","FRANKFURT","FULLSTACK","6 to 10","SENIOR",95000,"DEUTSCH","101-1000","PRODUCT","PYTHON",8.6821267,50.1109221
2019,33,"FEMALE","MUNICH","MANAGER","Less than 5","MIDDLE",55000,"ENGLISH","51-100","STARTUP","NOT RELEVANT",11.5819805,48.1351253
2019,32,"MALE","BERLIN","MANAGER","6 to 10","SENIOR",88000,"ENGLISH","101-1000","PRODUCT","GO",13.404954,52.5200066
2019,30,"MALE","MUNICH","DATA SCIENTIST","Less than 5","MIDDLE",68500,"DEUTSCH","1000+","PRODUCT","PYTHON",11.5819805,48.1351253
2019,33,"MALE","MUNICH","ML ENGINEER","11 to 15","HEAD/LEAD",115000,"DEUTSCH","101-1000","STARTUP","PYTHON",11.5819805,48.1351253
2019,34,"MALE","BERLIN","CLOUD PLATFORM ENGINEER","11 to 15","SENIOR",66000,"DEUTSCH","1000+","CONSULTING / AGENCY","AZURE",13.404954,52.5200066
2019,52,"MALE","COLOGNE","NETWORK ENGINEER","26 to 30","SENIOR",60000,"DEUTSCH","1000+","CONSULTING / AGENCY","CISCO",-93.7805556,44.7688889
2019,31,"MALE","BERLIN","DATA ENGINEER","6 to 10","SENIOR",105000,"ENGLISH","1000+","PRODUCT","PYTHON",13.404954,52.5200066
2019,28,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",72000,"ENGLISH","1000+","PRODUCT","C/C++",13.404954,52.5200066
2019,29,"MALE","BERLIN","FULLSTACK","Less than 5","SENIOR",55000,"ENGLISH","101-1000","PRODUCT","JAVA",13.404954,52.5200066
2019,34,"MALE","FRANKFURT","DATA ENGINEER","Less than 5","MIDDLE",90000,"DEUTSCH","11-50","PRODUCT",".NET",8.6821267,50.1109221
2019,45,"MALE","MUNICH","BACKEND DEVELOPER","16 to 20","SENIOR",73000,"DEUTSCH","101-1000","PRODUCT","PHP",11.5819805,48.1351253
2019,31,"FEMALE","BERLIN","BACKEND DEVELOPER","Less than 5","SENIOR",75000,"ENGLISH","101-1000","PRODUCT","JAVA",13.404954,52.5200066
2019,32,"MALE","FRANKFURT","ML ENGINEER","Less than 5","MIDDLE",68000,"DEUTSCH","1000+","CONSULTING / AGENCY","PYTHON",8.6821267,50.1109221
2019,32,"MALE","BERLIN","FULLSTACK","6 to 10","SENIOR",75000,"ENGLISH","11-50","STARTUP","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,41,"MALE","BERLIN","DATA ENGINEER","21 to 25","SENIOR",72000,"ENGLISH","51-100","STARTUP","PYTHON",13.404954,52.5200066
2019,33,"MALE","BERLIN","BACKEND DEVELOPER","11 to 15","SENIOR",75000,"ENGLISH","101-1000","PRODUCT","GO",13.404954,52.5200066
2019,38,"MALE","BERLIN","MOBILE DEVELOPER","11 to 15","SENIOR",78000,"ENGLISH","51-100","STARTUP","KOTLIN",13.404954,52.5200066
2019,33,"FEMALE","MUNICH","DATA SCIENTIST","Less than 5","JUNIOR",60000,"DEUTSCH","1000+","PRODUCT","PYTHON",11.5819805,48.1351253
2019,35,"MALE","MUNICH","EMBEDDED","11 to 15","SENIOR",78000,"ENGLISH","51-100","CONSULTING / AGENCY","C/C++",11.5819805,48.1351253
2019,30,"MALE","BERLIN","SUPPORT","Less than 5","MIDDLE",55000,"ENGLISH","101-1000","PRODUCT","PYTHON",13.404954,52.5200066
2019,41,"FEMALE","MUNICH","MANAGER","16 to 20","SENIOR",109000,"DEUTSCH","1000+","PRODUCT","NOT RELEVANT",11.5819805,48.1351253
2019,30,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",78000,"ENGLISH","101-1000","PRODUCT","PHP",13.404954,52.5200066
2019,33,"MALE","MUNICH","SOFTWARE ENGINEER","11 to 15","SENIOR",69000,"ENGLISH","101-1000","PRODUCT","PYTHON",11.5819805,48.1351253
2019,27,"MALE","BERLIN","FULLSTACK","11 to 15","SENIOR",78000,"ENGLISH","1000+","STARTUP","NOT RELEVANT",13.404954,52.5200066
2019,28,"MALE","MUNICH","DATA SCIENTIST","Less than 5","JUNIOR",52000,"DEUTSCH","11-50","CONSULTING / AGENCY","PYTHON",11.5819805,48.1351253
2019,28,"MALE","BERLIN","DATA SCIENTIST","Less than 5","JUNIOR",75000,"ENGLISH","11-50","STARTUP","PYTHON",13.404954,52.5200066
2019,26,"MALE","MUNICH","BACKEND DEVELOPER","6 to 10","MIDDLE",62000,"DEUTSCH","51-100","CONSULTING / AGENCY","JAVASCRIPT/TYPESCRIPT",11.5819805,48.1351253
2019,40,"MALE","MUNICH","SOFTWARE ARCHITECT","21 to 25","SENIOR",95000,"DEUTSCH","101-1000","PRODUCT","JAVA",11.5819805,48.1351253
2019,34,"MALE","MUNICH","BACKEND DEVELOPER","11 to 15","SENIOR",86000,"ENGLISH","1000+","PRODUCT","PHP",11.5819805,48.1351253
2019,25,"FEMALE","BERLIN","FULLSTACK","6 to 10","SENIOR",54000,"ENGLISH","101-1000","PRODUCT",".NET",13.404954,52.5200066
2019,29,"FEMALE","BERLIN","BACKEND DEVELOPER","Less than 5","MIDDLE",49000,"ENGLISH","101-1000","PRODUCT","JAVA",13.404954,52.5200066
2019,33,"MALE","MUNICH","BACKEND DEVELOPER","11 to 15","SENIOR",65000,"ENGLISH","51-100","PRODUCT",".NET",11.5819805,48.1351253
2019,33,"FEMALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",62000,"ENGLISH","101-1000","PRODUCT","PHP",13.404954,52.5200066
2019,40,"MALE","MUNICH","MANAGER","16 to 20","SENIOR",120000,"ENGLISH","101-1000","PRODUCT","NOT RELEVANT",11.5819805,48.1351253
2019,23,"MALE","BERLIN","BACKEND DEVELOPER","Less than 5","MIDDLE",58000,"ENGLISH","101-1000","STARTUP","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,28,"MALE","KOBLENZ","FRONTEND","Less than 5","JUNIOR",48000,"DEUTSCH","1000+","PRODUCT","JAVASCRIPT/TYPESCRIPT",7.5889959,50.3569429
2019,28,"MALE","WÜRZBURG","FULLSTACK","6 to 10","MIDDLE",72000,"DEUTSCH","11-50","STARTUP","JAVASCRIPT/TYPESCRIPT",9.9533548,49.7913044
2019,29,"MALE","BERLIN","QA","Less than 5","MIDDLE",59000,"ENGLISH","1000+","STARTUP","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,28,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",73000,"ENGLISH","1000+","PRODUCT","KOTLIN",13.404954,52.5200066
2019,33,"MALE","MUNICH","DEVELOPER","6 to 10","SENIOR",88000,"ENGLISH","1000+","PRODUCT","AWS",11.5819805,48.1351253
2019,43,"MALE","HAMBURG","SUPPORT","16 to 20","MIDDLE",60000,"ENGLISH","101-1000","STARTUP","NOT RELEVANT",9.9936819,53.5510846
2019,35,"MALE","BERLIN","SRE","11 to 15","SENIOR",85000,"ENGLISH","51-100","PRODUCT","KUBERNETES",13.404954,52.5200066
2019,30,"MALE","BREMEN","BACKEND DEVELOPER","Less than 5","JUNIOR",52000,"DEUTSCH","11-50","PRODUCT","PYTHON",8.8016936,53.0792962
2019,31,"MALE","MUNICH","MOBILE DEVELOPER","Less than 5","SENIOR",60000,"ENGLISH","51-100","PRODUCT","KOTLIN",11.5819805,48.1351253
2019,33,"MALE","MUNICH","BACKEND DEVELOPER","Less than 5","JUNIOR",50000,"ENGLISH","1000+","PRODUCT","JAVA",11.5819805,48.1351253
2019,36,"MALE","BERLIN","BACKEND DEVELOPER","11 to 15","SENIOR",62000,"ENGLISH","101-1000","PRODUCT",".NET",13.404954,52.5200066
2019,29,"MALE","BERLIN","FRONTEND","Less than 5","MIDDLE",70000,"ENGLISH","101-1000","PRODUCT","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,31,"MALE","BERLIN","DEVELOPER","6 to 10","SENIOR",85000,"ENGLISH","51-100","STARTUP","K8S",13.404954,52.5200066
2019,27,"MALE","HAMBURG","BACKEND DEVELOPER","Less than 5","MIDDLE",57000,"ENGLISH","101-1000","PRODUCT","SCALA",9.9936819,53.5510846
2019,26,"MALE","HAMBURG","FRONTEND","Less than 5","MIDDLE",41160,"ENGLISH","101-1000","PRODUCT","JAVASCRIPT/TYPESCRIPT",9.9936819,53.5510846
2019,40,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","MIDDLE",55000,"ENGLISH","1000+","PRODUCT","JAVA",13.404954,52.5200066
2019,30,"MALE","BERLIN","MOBILE DEVELOPER","6 to 10","SENIOR",55000,"ENGLISH","101-1000","PRODUCT","SWIFT",13.404954,52.5200066
2019,25,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","HEAD/LEAD",75000,"ENGLISH","101-1000","PRODUCT","GO",13.404954,52.5200066
2019,42,"MALE","BERLIN","DEVELOPER","16 to 20","SENIOR",72000,"ENGLISH","51-100","PRODUCT","AWS",13.404954,52.5200066
2019,45,"MALE","BERLIN","FULLSTACK","21 to 25","SENIOR",70000,"DEUTSCH","51-100","PRODUCT",".NET",13.404954,52.5200066
2019,39,"MALE","BERLIN","SOLUTION ARCHITECT","6 to 10","SENIOR",82000,"ENGLISH","1000+","PRODUCT","NOT RELEVANT",13.404954,52.5200066
2019,26,"MALE","BERLIN","FULLSTACK","Less than 5","MIDDLE",75000,"ENGLISH","101-1000","STARTUP","PYTHON",13.404954,52.5200066
2019,30,"MALE","BERLIN","SRE","11 to 15","SENIOR",88000,"ENGLISH","1000+","PRODUCT","KUBERNETES",13.404954,52.5200066
2019,35,"MALE","MUNICH","FRONTEND","Less than 5","MIDDLE",60000,"ENGLISH","11-50","CONSULTING / AGENCY","JAVASCRIPT/TYPESCRIPT",11.5819805,48.1351253
2019,27,"MALE","HEIDELBERG","FULLSTACK","Less than 5","JUNIOR",45600,"ENGLISH","1000+","UNIVERSITY","JAVA",8.6724335,49.3987524
2019,31,"MALE","BERLIN","FULLSTACK","6 to 10","MIDDLE",65000,"ENGLISH","101-1000","PRODUCT","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,36,"MALE","MUNICH","TECHNICAL LEAD","6 to 10","SENIOR",93000,"ENGLISH","101-1000","STARTUP","JAVA",11.5819805,48.1351253
2019,45,"MALE","MUNICH","SCRUM MASTER","Less than 5","SENIOR",70000,"ENGLISH","101-1000","PRODUCT","NOT RELEVANT",11.5819805,48.1351253
2019,32,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",78000,"ENGLISH","101-1000","STARTUP","JAVA",13.404954,52.5200066
2019,28,"MALE","BERLIN","DATA ANALYST","Less than 5","MIDDLE",62000,"ENGLISH","101-1000","PRODUCT","SQL",13.404954,52.5200066
2019,31,"MALE","DUSSELDORF","BUSINESS ANALYST","Less than 5","MIDDLE",55000,"ENGLISH","1000+","CONSULTING / AGENCY","NOT RELEVANT",6.7734556,51.2277411
2019,34,"FEMALE","BERLIN","BACKEND DEVELOPER","Less than 5","MIDDLE",60000,"ENGLISH","101-1000","PRODUCT","KOTLIN",13.404954,52.5200066
2019,24,"MALE","BERLIN","BACKEND DEVELOPER","Less than 5","MIDDLE",50000,"ENGLISH","101-1000","STARTUP","PHP",13.404954,52.5200066
2019,45,"MALE","MUNICH","DATA ENGINEER","16 to 20","SENIOR",86700,"ENGLISH","1000+","PRODUCT","NOT RELEVANT",11.5819805,48.1351253
2019,37,"MALE","BERLIN","BACKEND DEVELOPER","16 to 20","HEAD/LEAD",75000,"ENGLISH","1000+","PRODUCT","PYTHON",13.404954,52.5200066
2019,35,"FEMALE","BERLIN","QA","Less than 5","MIDDLE",40000,"ENGLISH","101-1000","PRODUCT","JAVA",13.404954,52.5200066
2019,28,"FEMALE","BERLIN","MOBILE DEVELOPER","6 to 10","SENIOR",65000,"ENGLISH","101-1000","PRODUCT","KOTLIN",13.404954,52.5200066
2019,33,"MALE","BERLIN","FULLSTACK","6 to 10","SENIOR",89000,"ENGLISH","51-100","PRODUCT","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,32,"FEMALE","STUTTGART","MANAGER","Less than 5","MIDDLE",51000,"ENGLISH","11-50","PRODUCT","NOT RELEVANT",9.1829321,48.7758459
2019,27,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",82000,"ENGLISH","51-100","STARTUP","RUST",13.404954,52.5200066
2019,32,"FEMALE","BERLIN","BACKEND DEVELOPER","Less than 5","MIDDLE",54000,"ENGLISH","101-1000","PRODUCT","JAVA",13.404954,52.5200066
2019,32,"MALE","BERLIN","DATA SCIENTIST","6 to 10","SENIOR",110000,"ENGLISH","1000+","PRODUCT","PYTHON",13.404954,52.5200066
2019,29,"FEMALE","BERLIN","BACKEND DEVELOPER","6 to 10","MIDDLE",52000,"ENGLISH","101-1000","PRODUCT","JAVA",13.404954,52.5200066
2019,24,"MALE","MUNICH","PLATFORM ENGINEER","6 to 10","SENIOR",210000,"ENGLISH","1000+","PRODUCT","GO",11.5819805,48.1351253
2019,37,"MALE","FRANKFURT","EMBEDDED","Less than 5","JUNIOR",45000,"ENGLISH","101-1000","PRODUCT","C/C++",8.6821267,50.1109221
2019,32,"MALE","MUNICH","BUSINESS ANALYST","6 to 10","SENIOR",70000,"ENGLISH","101-1000","PRODUCT","JAVA",11.5819805,48.1351253
2019,31,"MALE","HAMBURG","BACKEND DEVELOPER","11 to 15","MIDDLE",65000,"DEUTSCH","101-1000","PRODUCT","JAVA",9.9936819,53.5510846
2019,50,"MALE","FRANKFURT","MANAGER","26 to 30","SENIOR",110000,"ENGLISH","1000+","CONSULTING / AGENCY","NOT RELEVANT",8.6821267,50.1109221
2019,50,"MALE","FRANKFURT","MANAGER","26 to 30","SENIOR",110000,"ENGLISH","1000+","CONSULTING / AGENCY","NOT RELEVANT",8.6821267,50.1109221
2019,36,"MALE","MUNICH","DEVELOPER","Less than 5","MIDDLE",60000,"ENGLISH","11-50","PRODUCT","AWS",11.5819805,48.1351253
2019,28,"MALE","MUNICH","FRONTEND","6 to 10","SENIOR",95000,"ENGLISH","1000+","PRODUCT","JAVASCRIPT/TYPESCRIPT",11.5819805,48.1351253
2019,44,"FEMALE","MUNICH","SAP CONSULTANT","6 to 10","MIDDLE",68000,"DEUTSCH","11-50","CONSULTING / AGENCY","ABAP",11.5819805,48.1351253
2019,36,"MALE","BERLIN","MOBILE DEVELOPER","11 to 15","SENIOR",83000,"ENGLISH","101-1000","PRODUCT","KOTLIN",13.404954,52.5200066
2019,29,"MALE","BERLIN","QA","6 to 10","MIDDLE",42000,"ENGLISH","101-1000","CONSULTING / AGENCY","NOT RELEVANT",13.404954,52.5200066
2019,27,"MALE","BERLIN","DATA SCIENTIST","Less than 5","SENIOR",73300,"ENGLISH","1000+","CONSULTING / AGENCY","SAS",13.404954,52.5200066
2019,41,"MALE","MUNICH","BACKEND DEVELOPER","16 to 20","SENIOR",73200,"ENGLISH","1000+","PRODUCT",".NET",11.5819805,48.1351253
2019,42,"MALE","MUNICH","MANAGER","6 to 10","SENIOR",68000,"ENGLISH","1000+","PRODUCT","NOT RELEVANT",11.5819805,48.1351253
2019,33,"MALE","BERLIN","SOFTWARE ARCHITECT","11 to 15","SENIOR",1e+05,"ENGLISH","1000+","PRODUCT","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2019,32,"MALE","FRANKFURT","FULLSTACK","Less than 5","MIDDLE",63000,"DEUTSCH","1000+","CONSULTING / AGENCY","JAVA",8.6821267,50.1109221
2020,26,"MALE","MUNICH","SOFTWARE ENGINEER","Less than 5","SENIOR",80000,"ENGLISH","51-100","PRODUCT","TYPESCRIPT",11.5819805,48.1351253
2020,26,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",80000,"ENGLISH","101-1000","PRODUCT","RUBY",13.404954,52.5200066
2020,29,"MALE","BERLIN","SOFTWARE ENGINEER","11 to 15","HEAD/LEAD",120000,"ENGLISH","101-1000","PRODUCT","JAVASCRIPT/TYPESCRIPT",13.404954,52.5200066
2020,28,"MALE","BERLIN","FRONTEND","Less than 5","JUNIOR",54000,"ENGLISH","51-100","STARTUP","JAVASCRIPT",13.404954,52.5200066
2020,37,"MALE","BERLIN","FRONTEND","6 to 10","MIDDLE",57000,"ENGLISH","11-50","PRODUCT","JAVASCRIPT",13.404954,52.5200066
2020,24,"MALE","BERLIN","FRONTEND","Less than 5","SENIOR",65000,"ENGLISH","1000+","PRODUCT","TYPESCRIPT",13.404954,52.5200066
2020,29,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",56000,"ENGLISH","101-1000","PRODUCT","PHP",13.404954,52.5200066
2020,35,"MALE","BERLIN","SOFTWARE ENGINEER","11 to 15","HEAD/LEAD",95000,"ENGLISH","101-1000","PRODUCT","JAVA",13.404954,52.5200066
2020,34,"MALE","BERLIN","SOFTWARE ENGINEER","11 to 15","SENIOR",70000,"ENGLISH","11-50","STARTUP","TYPESCRIPT",13.404954,52.5200066
2020,31,"MALE","WOLFSBURG","BACKEND DEVELOPER","Less than 5","SENIOR",75000,"ENGLISH","101-1000","CONSULTING / AGENCY","KOTLIN",-78.5297402,40.0464693
2020,29,"MALE","HAMBURG","BACKEND DEVELOPER","6 to 10","MIDDLE",60350,"ENGLISH","1000+","PRODUCT","RUBY",9.9936819,53.5510846
2020,27,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",60000,"ENGLISH","1000+","PRODUCT","PHP",13.404954,52.5200066
2020,34,"MALE","BERLIN","MOBILE DEVELOPER","11 to 15","HEAD/LEAD",80000,"ENGLISH","101-1000","PRODUCT","KOTLIN",13.404954,52.5200066
2020,34,"MALE","BERLIN","SOFTWARE ARCHITECT","11 to 15","HEAD/LEAD",1e+05,"ENGLISH","1000+","PRODUCT","NODE.JS",13.404954,52.5200066
2020,25,"MALE","BERLIN","SOFTWARE ENGINEER","Less than 5","SENIOR",65000,"GERMAN","1000+","PRODUCT","JAVASCRIPT",13.404954,52.5200066
2020,59,"MALE","BERLIN","BACKEND DEVELOPER","26 to 30","SENIOR",69000,"GERMAN","101-1000","PRODUCT","JAVA",13.404954,52.5200066
2020,36,"MALE","BERLIN","SOFTWARE ENGINEER","16 to 20","HEAD/LEAD",70000,"ENGLISH","101-1000","PRODUCT","PHP",13.404954,52.5200066
2020,38,"MALE","BERLIN","TEAM LEAD","16 to 20","HEAD/LEAD",80000,"ENGLISH","101-1000","PRODUCT","IOS",13.404954,52.5200066
2020,24,"MALE","BERLIN","DEVELOPER","6 to 10","SENIOR",75000,"ENGLISH","101-1000","PRODUCT","KUBERNETES",13.404954,52.5200066
2020,40,"MALE","BERLIN","PM","11 to 15","SENIOR",70000,"ENGLISH","101-1000","PRODUCT","SQL",13.404954,52.5200066
2020,29,"MALE","BERLIN","SOFTWARE ENGINEER","6 to 10","HEAD/LEAD",85000,"ENGLISH","101-1000","PRODUCT","GO",13.404954,52.5200066
2020,31,"MALE","BERLIN","BACKEND DEVELOPER","Less than 5","MIDDLE",65000,"ENGLISH","101-1000","STARTUP","JAVA",13.404954,52.5200066
2020,39,"MALE","BERLIN","SOFTWARE ENGINEER","6 to 10","SENIOR",80000,"ENGLISH","51-100","STARTUP","JAVA",13.404954,52.5200066
2020,27,"MALE","BERLIN","SOFTWARE ENGINEER","6 to 10","MIDDLE",63000,"ENGLISH","101-1000","PRODUCT","JAVASCRIPT",13.404954,52.5200066
2020,33,"MALE","BERLIN","DATA SCIENTIST","Less than 5","HEAD/LEAD",150000,"ENGLISH","1000+","PRODUCT","PYTHON",13.404954,52.5200066
2020,28,"FEMALE","BERLIN","DESIGNER (UI/UX)","6 to 10","MIDDLE",45000,"GERMAN","1000+","PRODUCT","FIGMA",13.404954,52.5200066
2020,30,"MALE","BERLIN","SOFTWARE ENGINEER","6 to 10","SENIOR",80000,"ENGLISH","101-1000","PRODUCT","JAVASCRIPT",13.404954,52.5200066
2020,28,"MALE","BERLIN","BACKEND DEVELOPER","Less than 5","SENIOR",75000,"ENGLISH","101-1000","STARTUP","KOTLIN",13.404954,52.5200066
2020,29,"MALE","BERLIN","FRONTEND","6 to 10","SENIOR",72000,"ENGLISH","1000+","PRODUCT","REACT",13.404954,52.5200066
2020,49,"MALE","BERLIN","SOFTWARE ENGINEER","11 to 15","SENIOR",67000,"GERMAN","1000+","PRODUCT","JAVA",13.404954,52.5200066
2020,32,"MALE","BERLIN","FRONTEND","6 to 10","SENIOR",105000,"ENGLISH","101-1000","PRODUCT","TYPESCRIPT",13.404954,52.5200066
2020,30,"MALE","BERLIN","SOFTWARE ENGINEER","6 to 10","SENIOR",74000,"ENGLISH","1000+","PRODUCT","JAVA",13.404954,52.5200066
2020,48,"MALE","BERLIN","SOFTWARE ENGINEER","21 to 25","SENIOR",75000,"ENGLISH","101-1000","PRODUCT","JAVA",13.404954,52.5200066
2020,32,"MALE","BERLIN","BACKEND DEVELOPER","Less than 5","MIDDLE",77000,"ENGLISH","101-1000","PRODUCT","JAVA",13.404954,52.5200066
2020,31,"MALE","BERLIN","SOFTWARE ENGINEER","6 to 10","HEAD/LEAD",76000,"ENGLISH","101-1000","STARTUP","PYTHON",13.404954,52.5200066
2020,35,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",75000,"ENGLISH","101-1000","PRODUCT","RUBY",13.404954,52.5200066
2020,28,"FEMALE","BERLIN","DESIGNER (UI/UX)","6 to 10","MIDDLE",45000,"GERMAN","1000+","PRODUCT","FIGMA",13.404954,52.5200066
2020,32,"MALE","BERLIN","BACKEND DEVELOPER","6 to 10","SENIOR",65000,"ENGLISH","11-50","PRODUCT","PHP",13.404954,52.5200066
2020,44,"MALE","BERLIN","BACKEND DEVELOPER","11 to 15","SENIOR",68000,"ENGLISH","11-50","PRODUCT","JAVA",13.404954,52.5200066
2020,35,"MALE","MUNICH","SOFTWARE ENGINEER","11 to 15","SENIOR",65000,"GERMAN","101-1000","PRODUCT","PHP",11.5819805,48.1351253
2020,29,"MALE","BERLIN","SOFTWARE ENGINEER","Less than 5","SENIOR",75000,"ENGLISH","101-1000","PRODUCT","GO",13.404954,52.5200066
2020,39,"FEMALE","BERLIN","SOFTWARE ENGINEER","6 to 10","SENIOR",70500,"GERMAN","101-1000","CONSULTING / AGENCY","JAVA",13.404954,52.5200066
2020,28,"MALE","MUNICH","BACKEND DEVELOPER","Less than 5","SENIOR",72000,"ENGLISH","101-1000","PRODUCT","KOTLIN",11.5819805,48.1351253
2020,34,"MALE","MUNICH","SOFTWARE ENGINEER","11 to 15","HEAD/LEAD",72000,"ENGLISH","51-100","PRODUCT",".NET",11.5819805,48.1351253
2020,32,"MALE","MUNICH","FRONTEND","6 to 10","SENIOR",62000,"GERMAN","101-1000","CONSULTING / AGENCY","JAVASCRIPT",11.5819805,48.1351253
2020,28,"MALE","BERLIN","SOFTWARE ENGINEER","Less than 5","MIDDLE",55000,"ENGLISH","11-50","STARTUP","JS",13.404954,52.5200066
2020,36,"MALE","MUNICH","BACKEND DEVELOPER","11 to 15","SENIOR",55000,"ENGLISH","1000+","PRODUCT","JAVA",11.5819805,48.1351253
2020,39,"MALE","BERLIN","SOFTWARE ENGINEER","6 to 10","SENIOR",75000,"GERMAN","1000+","CONSULTING / AGENCY","C#",13.404954,52.5200066
2020,29,"MALE","MUNICH","SOFTWARE ENGINEER","6 to 10","SENIOR",80000,"ENGLISH","1000+","PRODUCT","JAVASCRIPT",11.5819805,48.1351253
2020,31,"MALE","BERLIN","ENGINEERING MANAGER","11 to 15","HEAD/LEAD",80000,"ENGLISH","101-1000","STARTUP","JAVA",13.404954,52.5200066
2020,30,"MALE","BERLIN","BACKEND DEVELOPER","Less than 5","MIDDLE",55000,"ENGLISH","1000+","PRODUCT","JAVA",13.404954,52.5200066
2020,33,"MALE","FRANKFURT","SOFTWARE ENGINEER","Less than 5","MIDDLE",50000,"ENGLISH","11-50","CONSULTING / AGENCY","JAVA",8.6821267,50.1109221
2020,27,"MALE","BERLIN","SOFTWARE ENGINEER","Less than 5","SENIOR",78000,"ENGLISH","1000+","STARTUP","SCALA",13.404954,52.5200066
2020,26,"FEMALE","MUNICH","DATA SCIENTIST","6 to 10","MIDDLE",60000,"ENGLISH","1000+","PRODUCT","PYTHON",11.5819805,48.1351253
2020,26,"MALE","BERLIN","SOFTWARE ENGINEER","6 to 10","HEAD/LEAD",85000,"ENGLISH","1000+","PRODUCT","GO",13.404954,52.5200066
2020,30,"MALE","BERLIN","SOFTWARE ENGINEER","6 to 10","SENIOR",72000,"ENGLISH","101-1000","PRODUCT","SCALA",13.404954,52.5200066
2020,43,"MALE","BERLIN","MOBILE DEVELOPER","Less than 5","SENIOR",72000,"ENGLISH","1000+","PRODUCT","KOTLIN",13.404954,52.5200066
